Tempo,Rco,Rno2,Rnh3,T,H,Fase
1150810,2.065,2.177,1.637,24.48,50.65,Recuperacao1
1152841,2.174,2.027,1.746,24.48,50.62,Recuperacao1
1154872,2.287,2.456,2.056,24.48,50.61,Recuperacao1
1156903,2.539,3.157,2.245,24.48,50.58,Recuperacao1
1158934,3.027,4.138,2.116,24.48,50.57,Recuperacao1
1160965,2.964,4.177,2.271,24.48,50.55,Recuperacao1
1162996,2.878,3.034,2.114,24.48,50.54,Recuperacao1
1165027,2.240,2.373,1.915,24.48,50.53,Recuperacao1
1167058,2.387,2.202,1.870,24.48,50.52,Recuperacao1
1169089,2.382,2.174,1.761,24.47,50.52,Recuperacao1
1171120,2.318,2.415,1.750,24.47,50.49,Recuperacao1
1173151,2.065,2.167,1.754,24.47,50.47,Recuperacao1
1175182,2.412,2.384,1.882,24.47,50.45,Recuperacao1
1177213,3.141,2.124,1.814,24.47,50.44,Recuperacao1
1179244,2.327,2.253,1.645,24.47,50.45,Recuperacao1
1181275,2.237,2.934,2.107,24.47,50.39,Recuperacao1
1183306,2.237,2.287,1.767,24.47,50.40,Recuperacao1
1185337,2.365,2.237,1.931,24.47,50.39,Recuperacao1
1187368,3.187,3.244,2.224,24.47,50.37,Recuperacao1
1189399,2.653,2.022,1.699,24.46,50.35,Recuperacao1
1191430,2.004,2.031,1.550,24.47,50.35,Recuperacao1
1193461,2.124,2.227,1.639,24.46,50.36,Recuperacao1
1195492,2.002,2.229,1.523,24.46,50.31,Recuperacao1
1197523,2.197,1.910,1.595,24.46,50.31,Recuperacao1
1199554,2.284,1.976,1.630,24.46,50.31,Recuperacao1
1201585,2.660,3.196,2.227,24.46,50.33,Recuperacao1
1203616,2.570,2.518,1.921,24.46,50.30,Recuperacao1
1205647,2.207,2.284,1.795,24.46,50.29,Recuperacao1
1207678,2.199,2.379,1.752,24.46,50.29,Recuperacao1
1209709,2.179,2.247,1.725,24.46,50.29,Recuperacao1
1211740,1.931,2.077,1.532,24.46,50.30,Recuperacao1
1213771,1.880,1.955,1.529,24.46,50.23,Recuperacao1
1215802,2.192,2.229,1.756,24.46,50.22,Recuperacao1
1217833,2.384,2.224,1.944,24.46,50.21,Recuperacao1
1219864,3.343,2.983,2.079,24.45,50.17,Recuperacao1
1221895,2.583,2.289,1.803,24.45,50.16,Recuperacao1
1223926,2.271,2.396,1.726,24.45,50.14,Recuperacao1
1225957,3.801,2.689,2.056,24.45,50.12,Recuperacao1
1227988,2.467,2.464,1.661,24.45,50.11,Recuperacao1
1230019,2.079,2.189,1.908,24.45,50.11,Recuperacao1
1232050,3.892,3.162,2.217,24.45,50.12,Recuperacao1
1234081,2.506,2.415,1.743,24.45,50.12,Recuperacao1
1236112,2.911,3.141,2.217,24.45,50.12,Recuperacao1
1238143,2.165,2.268,1.816,24.45,50.10,Recuperacao1
1240174,2.184,2.318,1.931,24.45,50.07,Recuperacao1
1242205,3.257,3.555,2.152,24.45,50.06,Recuperacao1
1244236,2.379,2.072,1.710,24.45,50.04,Recuperacao1
1246267,3.103,2.774,2.219,24.46,50.04,Recuperacao1
1248298,2.444,2.077,1.791,24.45,50.03,Recuperacao1
1250329,1.978,2.000,1.584,24.45,50.01,Recuperacao1
1252360,2.222,2.512,1.998,24.45,49.98,Recuperacao1
1254391,3.141,2.545,1.728,24.45,49.97,Recuperacao1
1256422,2.316,2.294,1.842,24.45,49.95,Recuperacao1
1258453,2.630,2.871,1.978,24.45,49.94,Recuperacao1
1260484,2.321,2.284,1.902,24.45,49.91,Recuperacao1
1262515,2.281,1.908,1.561,24.45,49.89,Recuperacao1
1264546,3.230,3.179,2.302,24.45,49.88,Recuperacao1
1266577,2.781,3.846,2.138,24.45,49.86,Recuperacao1
1268608,3.063,3.128,2.263,24.45,49.86,Recuperacao1
1270639,2.915,3.994,2.263,24.45,49.82,Recuperacao1
1272670,3.027,3.643,2.232,24.45,49.81,Recuperacao1
1274701,2.820,3.617,2.121,24.44,49.79,Recuperacao1
1276732,3.095,3.829,2.232,24.44,49.78,Recuperacao1
1278763,3.071,3.356,2.253,24.44,49.75,Recuperacao1
1280794,2.871,2.683,2.098,24.44,49.74,Recuperacao1
1282825,2.586,2.824,2.002,24.44,49.72,Recuperacao1
1284856,2.308,2.284,1.913,24.44,49.73,Recuperacao1
1286887,2.292,2.182,1.793,24.45,49.73,Recuperacao1
1288918,2.018,2.297,1.696,24.44,49.71,Recuperacao1
1290949,3.288,2.930,1.989,24.44,49.71,Recuperacao1
1292980,2.564,2.555,1.848,24.44,49.70,Recuperacao1
1295011,2.242,2.359,1.671,24.44,49.68,Recuperacao1
1297042,1.978,2.131,1.564,24.44,49.65,Recuperacao1
1299073,2.747,2.930,2.143,24.44,49.65,Recuperacao1
1301104,2.098,2.415,1.669,24.44,49.62,Recuperacao1
1303135,3.707,3.091,2.165,24.44,49.61,Recuperacao1
1305166,2.247,2.359,1.852,24.44,49.60,Recuperacao1
1307197,2.509,2.552,1.902,24.44,49.58,Recuperacao1
1309228,1.974,2.109,1.588,24.44,49.56,Recuperacao1
1311259,2.332,2.418,1.669,24.44,49.57,Recuperacao1
1313290,2.105,2.482,1.838,24.44,49.55,Recuperacao1
1315321,3.034,3.343,2.224,24.44,49.52,Recuperacao1
1317352,2.114,2.237,1.548,24.44,49.49,Recuperacao1
1319383,2.365,2.266,1.942,24.44,49.47,Recuperacao1
1321414,3.067,3.204,2.121,24.44,49.45,Recuperacao1
1323445,2.302,2.279,1.795,24.44,49.43,Recuperacao1
1325476,3.095,4.018,2.232,24.44,49.45,Recuperacao1
1327507,2.354,2.279,1.712,24.43,49.42,Recuperacao1
1329538,1.919,2.167,1.632,24.44,49.40,Recuperacao1
1331569,2.740,3.762,2.204,24.44,49.38,Recuperacao1
1333600,2.396,2.002,1.822,24.44,49.36,Recuperacao1
1335631,2.126,2.294,1.603,24.44,49.35,Recuperacao1
1337662,2.332,1.921,1.669,24.43,49.32,Recuperacao1
1339693,3.067,4.043,2.250,24.44,49.32,Recuperacao1
1341724,2.340,2.663,1.919,24.43,49.31,Recuperacao1
1343755,2.067,2.281,1.668,24.43,49.29,Recuperacao1
1345786,2.237,1.898,1.423,24.43,49.27,Recuperacao1
1347817,2.479,2.605,2.095,24.43,49.25,Recuperacao1
1349848,2.187,2.119,1.669,24.43,49.24,Recuperacao1
1351879,2.693,2.719,2.029,24.43,49.26,Recuperacao1
1353910,1.974,1.950,1.495,24.42,49.25,Recuperacao1
1355941,2.126,2.091,1.763,24.42,49.24,Recuperacao1
1357972,3.565,2.856,2.047,24.42,49.27,Recuperacao1
1360003,2.346,2.058,1.776,24.42,49.23,Recuperacao1
1362034,3.427,3.099,1.852,24.42,49.21,Recuperacao1
1364065,2.081,2.091,1.813,24.42,49.20,Recuperacao1
1366096,2.116,2.033,1.610,24.41,49.20,Recuperacao1
1368127,2.699,3.352,2.116,24.42,49.19,Recuperacao1
1370158,2.119,2.663,1.872,24.41,49.18,Recuperacao1
1372189,2.263,2.184,1.703,24.41,49.17,Recuperacao1
1374220,2.033,2.000,1.566,24.41,49.15,Recuperacao1
1376251,2.091,1.824,1.625,24.41,49.12,Recuperacao1
1378282,2.919,2.476,1.840,24.41,49.12,Recuperacao1
1380313,2.968,3.466,2.167,24.41,49.11,Recuperacao1
1382344,2.313,2.217,1.961,24.41,49.09,Recuperacao1
1384375,2.258,2.138,1.906,24.41,49.09,Recuperacao1
1386406,2.121,2.140,1.668,24.41,49.07,Recuperacao1
1388437,3.622,2.926,2.136,24.42,49.06,Recuperacao1
1390468,2.136,2.038,1.696,24.41,49.03,Recuperacao1
1392499,3.394,2.450,1.756,24.41,49.01,Recuperacao1
1394530,2.332,2.276,1.793,24.40,48.99,Recuperacao1
1396561,2.093,2.212,1.746,24.41,48.99,Recuperacao1
1398592,2.456,2.459,1.904,24.40,48.97,Recuperacao1
1400623,3.696,3.456,2.284,24.40,48.94,Recuperacao1
1402654,2.114,2.179,1.694,24.40,48.94,Recuperacao1
1404685,2.214,2.182,1.774,24.40,48.94,Recuperacao1
1406716,2.716,3.570,2.214,24.39,48.91,Recuperacao1
1408747,2.237,2.192,1.830,24.40,48.95,Recuperacao1
1410778,3.475,3.196,2.121,24.39,48.92,Recuperacao1
1412809,2.209,2.209,1.919,24.39,48.90,Recuperacao1
1414840,2.197,2.260,1.944,24.39,48.90,Recuperacao1
1416871,2.170,2.235,1.750,24.40,48.89,Recuperacao1
1418902,2.045,2.182,1.518,24.40,48.89,Recuperacao1
1420933,2.152,2.029,1.569,24.39,48.87,Recuperacao1
1422964,1.902,1.974,1.462,24.39,48.84,Recuperacao1
1424995,2.058,2.237,1.642,24.39,48.81,Recuperacao1
1427026,2.116,2.155,1.750,24.39,48.82,Recuperacao1
1429057,2.494,2.663,1.948,24.39,48.81,Recuperacao1
1431088,3.723,2.736,1.904,24.39,48.81,Recuperacao1
1433119,2.022,2.247,1.547,24.39,48.77,Recuperacao1
1435150,2.250,2.555,1.816,24.39,48.77,Recuperacao1
1437181,2.222,2.240,1.902,24.39,48.79,Recuperacao1
1439212,2.719,2.953,2.179,24.39,48.77,Recuperacao1
1441243,1.996,1.942,1.597,24.39,48.76,Recuperacao1
1443274,2.227,2.646,1.822,24.39,48.74,Recuperacao1
1445305,2.555,2.646,1.846,24.39,48.73,Recuperacao1
1447336,2.332,2.098,1.610,24.39,48.75,Recuperacao1
1449367,2.131,2.162,1.617,24.39,48.74,Recuperacao1
1451398,2.240,2.102,1.699,24.38,48.72,Recuperacao1
1453429,2.020,2.148,1.763,24.38,48.73,Recuperacao1
1455460,2.179,2.271,1.784,24.38,48.69,Recuperacao1
1457491,2.212,2.393,1.852,24.38,48.70,Recuperacao1
1459522,2.199,1.970,1.668,24.38,48.70,Recuperacao1
1461553,1.970,2.167,1.542,24.38,48.71,Recuperacao1
1463584,2.268,2.602,1.923,24.38,48.69,Recuperacao1
1465615,1.890,2.077,1.567,24.38,48.68,Recuperacao1
1467646,2.305,2.368,1.892,24.38,48.69,Recuperacao1
1469677,2.174,2.321,1.878,24.38,48.71,Recuperacao1
1471708,2.253,2.412,1.809,24.38,48.69,Recuperacao1
1473739,2.329,2.589,1.987,24.38,48.68,Recuperacao1
1475770,2.730,2.972,1.959,24.38,48.66,Recuperacao1
1477801,3.166,2.184,1.940,24.37,48.66,Recuperacao1
1479832,1.858,2.204,1.548,24.37,48.65,Recuperacao1
1481863,2.308,2.133,1.788,24.37,48.64,Recuperacao1
1483894,2.634,2.453,1.965,24.37,48.63,Recuperacao1
1485925,2.182,2.235,1.703,24.37,48.62,Recuperacao1
1487956,3.079,2.421,1.814,24.37,48.60,Recuperacao1
1489987,2.860,3.083,2.086,24.37,48.59,Recuperacao1
1492018,2.646,3.075,2.100,24.37,48.58,Recuperacao1
1494049,3.196,3.107,2.157,24.36,48.58,Recuperacao1
1496080,2.287,1.993,1.687,24.36,48.57,Recuperacao1
1498111,2.321,2.305,1.728,24.36,48.55,Recuperacao1
1500142,2.506,2.624,2.054,24.35,48.56,Recuperacao1
1502173,2.189,2.354,1.791,24.35,48.55,Recuperacao1
1504204,3.952,2.871,2.098,24.35,48.53,Recuperacao1
1506235,2.316,2.536,1.906,24.35,48.51,Recuperacao1
1508266,2.222,2.485,1.701,24.35,48.51,Recuperacao1
1510297,2.512,2.656,1.980,24.35,48.50,Recuperacao1
1512328,2.348,2.255,1.771,24.34,48.50,Recuperacao1
1514359,2.583,2.586,2.074,24.35,48.49,Recuperacao1
1516390,2.009,2.072,1.571,24.34,48.50,Recuperacao1
1518421,2.297,2.412,1.782,24.34,48.48,Recuperacao1
1520452,2.637,2.630,1.983,24.34,48.46,Recuperacao1
1522483,2.396,2.926,1.933,24.34,48.45,Recuperacao1
1524514,3.970,2.972,2.131,24.34,48.44,Recuperacao1
1526545,3.723,3.632,2.143,24.34,48.45,Recuperacao1
1528576,2.706,3.394,2.150,24.34,48.42,Recuperacao1
1530607,2.515,2.533,1.996,24.33,48.40,Recuperacao1
1532638,2.131,2.539,1.974,24.34,48.39,Recuperacao1
1534669,2.165,2.357,1.771,24.34,48.37,Recuperacao1
1536700,2.029,2.281,1.618,24.34,48.35,Recuperacao1
1538731,2.284,2.056,1.671,24.33,48.34,Recuperacao1
1540762,2.335,2.121,1.595,24.34,48.32,Recuperacao1
1542793,1.974,1.998,1.564,24.34,48.30,Recuperacao1
1544824,2.184,2.209,1.716,24.33,48.29,Recuperacao1
1546855,2.184,2.177,1.691,24.33,48.28,Recuperacao1
1548886,2.533,2.488,2.058,24.33,48.28,Recuperacao1
1550917,3.545,3.446,2.245,24.34,48.26,Recuperacao1
1552948,1.860,2.051,1.542,24.33,48.25,Recuperacao1
1554979,2.382,2.192,1.682,24.33,48.24,Recuperacao1
1557010,2.138,2.155,1.659,24.33,48.23,Recuperacao1
1559041,1.894,2.240,1.613,24.33,48.23,Recuperacao1
1561072,3.244,3.495,2.313,24.33,48.21,Recuperacao1
1563103,2.279,2.464,1.933,24.33,48.20,Recuperacao1
1565134,2.036,2.000,1.548,24.33,48.19,Recuperacao1
1567165,2.227,2.351,1.892,24.32,48.19,Recuperacao1
1569196,2.987,2.407,1.623,24.33,48.20,Recuperacao1
1571227,2.258,2.398,1.644,24.32,48.18,Recuperacao1
1573258,2.539,2.327,2.024,24.32,48.15,Recuperacao1
1575289,1.942,2.145,1.503,24.32,48.14,Recuperacao1
1577320,2.533,2.806,1.921,24.32,48.14,Recuperacao1
1579351,2.004,2.148,1.639,24.31,48.12,Recuperacao1
1581382,2.430,2.177,2.067,24.31,48.13,Recuperacao1
1583413,2.292,2.148,1.805,24.31,48.09,Recuperacao1
1585444,3.466,2.276,1.888,24.31,48.10,Recuperacao1
1587475,2.379,3.011,1.880,24.30,48.08,Recuperacao1
1589506,2.242,2.245,1.784,24.30,48.08,Recuperacao1
1591537,3.685,3.015,2.098,24.31,48.09,Recuperacao1
1593568,2.368,2.095,1.761,24.30,48.06,Recuperacao1
1595599,2.242,2.065,1.717,24.30,48.03,Recuperacao1
1597630,2.217,2.027,1.799,24.30,48.04,Recuperacao1
1599661,2.719,3.157,1.983,24.30,48.00,Recuperacao1
1601692,1.929,2.102,1.676,24.29,48.02,Recuperacao1
1603723,2.155,2.242,1.745,24.30,48.00,Recuperacao1
1605754,2.555,2.536,2.020,24.30,47.98,Recuperacao1
1607785,2.212,2.167,1.676,24.30,47.98,Recuperacao1
1609816,2.586,2.503,2.116,24.30,47.99,Recuperacao1
1611847,2.258,2.235,1.925,24.30,47.96,Recuperacao1
1613878,2.222,2.222,1.630,24.30,47.95,Recuperacao1
1615909,2.121,2.318,1.728,24.30,47.92,Recuperacao1
1617940,1.976,2.049,1.602,24.30,47.93,Recuperacao1
1619971,2.018,2.155,1.512,24.30,47.93,Recuperacao1
1622002,1.917,2.002,1.500,24.30,47.88,Recuperacao1
1624033,2.013,2.332,1.723,24.30,47.92,Recuperacao1
1626064,2.172,1.902,1.528,24.30,47.89,Recuperacao1
1628095,2.268,2.054,1.615,24.30,47.90,Recuperacao1
1630126,2.778,3.071,2.093,24.30,47.86,Recuperacao1
1632157,2.202,2.150,1.805,24.30,47.85,Recuperacao1
1634188,2.058,2.015,1.627,24.30,47.86,Recuperacao1
1636219,2.300,2.595,1.811,24.30,47.86,Recuperacao1
1638250,2.022,2.271,1.717,24.30,47.89,Recuperacao1
1640281,2.911,2.802,2.054,24.30,47.87,Recuperacao1
1642312,2.245,2.095,1.691,24.29,47.92,Recuperacao1
1644343,2.518,1.904,1.595,24.30,47.93,Recuperacao1
1646374,2.148,2.838,2.058,24.30,47.97,Recuperacao1
1648405,2.124,2.170,1.551,24.30,47.97,Recuperacao1
1650436,2.473,2.824,1.919,24.30,48.00,Recuperacao1
1652467,2.224,2.430,1.687,24.30,48.00,Recuperacao1
1654498,2.000,2.040,1.509,24.31,48.00,Recuperacao1
1656529,2.919,3.490,2.102,24.31,47.99,Recuperacao1
1658560,2.583,2.518,2.107,24.30,47.98,Recuperacao1
1660591,2.444,2.660,1.809,24.30,47.99,Recuperacao1
1662622,2.266,2.441,1.816,24.29,47.94,Recuperacao1
1664653,2.407,2.453,1.870,24.30,47.91,Recuperacao1
1666684,2.133,1.980,1.769,24.30,47.90,Recuperacao1
1668715,2.279,2.348,1.612,24.30,47.86,Recuperacao1
1670746,2.000,2.337,1.664,24.30,47.85,Recuperacao1
1672777,3.525,3.581,2.365,24.30,47.84,Recuperacao1
1674808,2.184,1.987,1.716,24.30,47.83,Recuperacao1
1676839,2.318,2.184,1.652,24.30,47.82,Recuperacao1
1678870,2.324,2.102,1.788,24.29,47.81,Recuperacao1
1680901,2.491,2.441,1.765,24.29,47.80,Recuperacao1
1682932,2.318,2.260,1.778,24.29,47.79,Recuperacao1
1684963,2.105,1.955,1.550,24.29,47.77,Recuperacao1
1686994,2.549,2.709,2.015,24.29,47.75,Recuperacao1
1689025,2.382,2.351,1.814,24.29,47.77,Recuperacao1
1691056,2.723,2.882,2.040,24.29,47.73,Recuperacao1
1693087,2.224,2.646,1.735,24.29,47.71,Recuperacao1
1695118,3.451,2.643,1.882,24.29,47.70,Recuperacao1
1697149,2.222,2.235,1.824,24.29,47.67,Recuperacao1
1699180,2.332,2.327,1.719,24.28,47.64,Recuperacao1
1701211,2.119,2.229,1.685,24.28,47.65,Recuperacao1
1703242,1.974,2.018,1.590,24.28,47.62,Recuperacao1
1705273,2.024,2.292,1.663,24.28,47.62,Recuperacao1
1707304,2.124,2.245,1.750,24.28,47.62,Recuperacao1
1709335,2.354,2.467,1.689,24.28,47.60,Recuperacao1
1711366,2.410,2.706,2.027,24.29,47.60,Recuperacao1
1713397,2.953,3.940,2.140,24.28,47.60,Recuperacao1
1715428,2.131,1.987,1.529,24.29,47.55,Recuperacao1
1717459,1.996,1.989,1.483,24.29,47.55,Recuperacao1
1719490,2.573,1.974,1.683,24.29,47.54,Recuperacao1
1721521,2.570,2.730,1.868,24.29,47.54,Recuperacao1
1723552,2.165,2.189,1.707,24.29,47.53,Recuperacao1
1725583,2.292,2.217,1.758,24.29,47.52,Recuperacao1
1727614,2.696,2.473,1.942,24.29,47.53,Recuperacao1
1729645,2.713,2.753,2.084,24.29,47.48,Recuperacao1
1731676,2.621,2.991,2.040,24.29,47.47,Recuperacao1
1733707,2.573,3.632,2.086,24.29,47.45,Recuperacao1
1735738,3.235,2.237,1.813,24.29,47.44,Recuperacao1
1737769,1.938,2.202,1.559,24.29,47.41,Recuperacao1
1739800,2.509,2.281,1.882,24.29,47.40,Recuperacao1
1741831,2.806,2.573,1.931,24.29,47.38,Recuperacao1
1743862,2.209,2.494,1.654,24.29,47.37,Recuperacao1
1745893,2.365,2.595,1.957,24.29,47.34,Recuperacao1
1747924,2.160,2.294,1.618,24.29,47.33,Recuperacao1
1749955,2.555,2.199,1.630,24.28,47.31,Recuperacao1
1751986,2.552,2.740,2.128,24.29,47.30,Recuperacao1
1754017,2.365,2.663,1.910,24.29,47.30,Recuperacao1
1756048,2.573,2.630,1.950,24.29,47.27,Recuperacao1
1758079,2.197,2.533,1.803,24.29,47.29,Recuperacao1
1760110,2.237,2.131,1.705,24.29,47.25,Recuperacao1
1762141,2.271,2.518,1.678,24.29,47.25,Recuperacao1
1764172,1.955,1.963,1.502,24.29,47.24,Recuperacao1
1766203,2.646,2.598,1.987,24.28,47.25,Recuperacao1
1768234,2.157,2.000,1.610,24.28,47.25,Recuperacao1
1770265,2.245,2.368,1.582,24.28,47.23,Recuperacao1
1772296,2.027,2.204,1.654,24.28,47.21,Recuperacao1
1774327,2.608,2.310,1.701,24.28,47.21,Recuperacao1
1776358,2.757,2.637,1.938,24.28,47.21,Recuperacao1
1778389,2.376,2.666,1.803,24.28,47.22,Recuperacao1
1780420,2.072,2.284,1.551,24.28,47.20,Recuperacao1
1782451,3.067,2.524,1.786,24.28,47.17,Recuperacao1
1784482,2.167,2.162,1.669,24.29,47.17,Recuperacao1
1786513,2.189,2.263,1.801,24.29,47.19,Recuperacao1
1788544,2.209,2.479,1.701,24.29,47.16,Recuperacao1
1790575,3.347,3.031,2.056,24.28,47.13,Recuperacao1
1792606,2.187,2.263,1.816,24.28,47.14,Recuperacao1
1794637,3.297,2.456,1.803,24.28,47.12,Recuperacao1
1796668,2.313,2.634,1.921,24.28,47.11,Recuperacao1
1798699,2.401,2.418,1.791,24.28,47.10,Recuperacao1
1800730,2.170,2.300,1.707,24.28,47.10,Recuperacao1
1802761,2.007,2.343,1.529,24.28,47.08,Recuperacao1
1804792,1.961,2.343,1.555,24.28,47.09,Recuperacao1
1806823,2.194,2.157,1.598,24.27,47.09,Recuperacao1
1808854,2.689,2.187,1.719,24.28,47.10,Recuperacao1
1810885,3.648,3.288,2.302,24.28,47.08,Recuperacao1
1812916,2.506,3.023,2.031,24.28,47.08,Recuperacao1
1814947,2.518,2.482,1.955,24.28,47.08,Recuperacao1
1816978,2.407,2.031,1.938,24.27,47.08,Recuperacao1
1819009,2.237,2.224,1.654,24.27,47.09,Recuperacao1
1821040,2.953,3.343,2.227,24.28,47.08,Recuperacao1
1823071,2.473,2.433,1.874,24.28,47.09,Recuperacao1
1825102,2.138,2.088,1.649,24.28,47.07,Recuperacao1
1827133,3.297,2.086,1.788,24.28,47.07,Recuperacao1
1829164,2.235,2.289,1.836,24.27,47.07,Recuperacao1
1831195,2.197,2.240,1.834,24.28,47.05,Recuperacao1
1833226,3.343,3.795,2.407,24.28,47.05,Recuperacao1
1835257,2.072,2.300,1.921,24.28,47.07,Recuperacao1
1837288,2.177,2.300,1.795,24.28,47.04,Recuperacao1
1839319,2.007,2.007,1.525,24.28,47.04,Recuperacao1
1841350,3.124,3.964,2.162,24.28,47.04,Recuperacao1
1843381,2.561,2.753,2.093,24.28,47.03,Recuperacao1
1845412,2.418,2.357,1.896,24.28,47.04,Recuperacao1
1847443,1.919,2.051,1.537,24.28,47.03,Recuperacao1
1849474,2.586,2.716,2.079,24.28,47.01,Recuperacao1
1851505,2.250,2.204,1.788,24.28,46.99,Recuperacao1
1853536,2.941,3.892,2.253,24.28,47.00,Recuperacao1
1855567,2.116,2.284,1.637,24.27,46.96,Recuperacao1
1857598,2.217,2.500,1.931,24.28,46.95,Recuperacao1
1859629,3.789,3.248,2.197,24.28,46.95,Recuperacao1
1861660,2.013,2.051,1.640,24.27,46.94,Recuperacao1
1863691,2.136,2.232,1.737,24.27,46.93,Recuperacao1
1865722,2.614,2.792,2.022,24.27,46.92,Recuperacao1
1867753,2.255,2.150,1.701,24.27,46.91,Recuperacao1
1869784,2.321,2.396,1.828,24.27,46.93,Recuperacao1
1871815,3.075,2.155,1.654,24.27,46.90,Recuperacao1
1873846,2.276,2.253,1.671,24.27,46.89,Recuperacao1
1875877,2.308,2.327,1.921,24.27,46.89,Recuperacao1
1877908,2.945,4.223,2.136,24.27,46.88,Recuperacao1
1879939,2.170,2.145,1.555,24.27,46.88,Recuperacao1
1881970,2.229,2.199,1.850,24.27,46.88,Recuperacao1
1884001,2.878,3.545,2.170,24.28,46.87,Recuperacao1
1886032,2.074,2.051,1.536,24.27,46.86,Recuperacao1
1888063,2.450,2.128,1.657,24.27,46.87,Recuperacao1
1890094,2.441,2.266,1.820,24.27,46.85,Recuperacao1
1892125,2.686,3.042,2.112,24.26,46.86,Recuperacao1
1894156,2.362,1.970,1.701,24.26,46.83,Recuperacao1
1896187,2.271,2.271,1.680,24.25,46.82,Recuperacao1
1898218,2.313,2.515,1.842,24.25,46.82,Recuperacao1
1900249,2.983,3.370,2.056,24.25,46.81,Recuperacao1
1902280,2.015,2.079,1.714,24.26,46.82,Recuperacao1
1904311,2.091,2.294,1.716,24.25,46.80,Recuperacao1
1906342,3.540,2.893,2.074,24.25,46.81,Recuperacao1
1908373,2.245,2.152,1.668,24.25,46.81,Recuperacao1
1910404,2.327,2.112,1.735,24.25,46.78,Recuperacao1
1912435,2.357,2.716,1.898,24.25,46.79,Recuperacao1
1914466,2.845,3.124,2.098,24.25,46.78,Recuperacao1
1916497,2.983,2.602,1.840,24.25,46.78,Recuperacao1
1918528,2.128,2.148,1.508,24.25,46.76,Recuperacao1
1920559,2.143,2.279,1.771,24.26,46.76,Recuperacao1
1922590,2.348,2.255,1.834,24.25,46.76,Recuperacao1
1924621,2.279,2.107,1.728,24.25,46.74,Recuperacao1
1926652,2.418,2.653,1.931,24.25,46.75,Recuperacao1
1928683,2.785,3.718,2.184,24.25,46.73,Recuperacao1
1930714,2.077,2.214,1.486,24.25,46.75,Recuperacao1
1932745,2.324,2.263,1.748,24.26,46.73,Recuperacao1
1934776,2.743,2.605,1.921,24.26,46.73,Recuperacao1
1936807,2.245,1.910,1.525,24.25,46.71,Recuperacao1
1938838,2.313,2.229,1.657,24.25,46.74,Recuperacao1
1940869,3.432,3.928,2.260,24.25,46.72,Recuperacao1
1942900,2.305,2.232,1.809,24.26,46.72,Recuperacao1
1944931,3.275,2.893,2.020,24.25,46.69,Recuperacao1
1946962,2.281,2.105,1.737,24.25,46.70,Recuperacao1
1948993,2.150,2.056,1.595,24.25,46.69,Recuperacao1
1951024,2.464,2.435,1.876,24.26,46.67,Recuperacao1
1953055,2.308,2.114,1.650,24.26,46.69,Recuperacao1
1955086,3.545,3.653,2.289,24.25,46.71,Recuperacao1
1957117,2.237,2.237,1.761,24.25,46.68,Recuperacao1
1959148,1.983,1.963,1.558,24.25,46.67,Recuperacao1
1961179,2.396,2.065,1.734,24.25,46.66,Recuperacao1
1963210,3.729,3.209,2.105,24.24,46.64,Recuperacao1
1965241,2.182,2.237,1.735,24.24,46.62,Recuperacao1
1967272,2.447,2.941,1.913,24.24,46.65,Recuperacao1
1969303,2.467,2.065,1.707,24.25,46.62,Recuperacao1
1971334,2.263,2.121,1.618,24.25,46.63,Recuperacao1
1973365,2.157,2.421,1.663,24.25,46.61,Recuperacao1
1975396,2.733,3.196,1.996,24.25,46.62,Recuperacao1
1977427,3.648,3.153,2.245,24.24,46.61,Recuperacao1
1979458,2.255,2.337,1.625,24.25,46.61,Recuperacao1
1981489,1.987,2.284,1.558,24.25,46.59,Recuperacao1
1983520,2.268,2.222,1.639,24.24,46.58,Recuperacao1
1985551,2.418,2.121,1.712,24.24,46.59,Recuperacao1
1987582,2.292,2.240,1.795,24.23,46.58,Recuperacao1
1989613,2.027,2.327,1.595,24.23,46.58,Recuperacao1
1991644,3.485,3.023,2.197,24.23,46.59,Recuperacao1
1993675,2.637,2.157,1.925,24.23,46.59,Recuperacao1
1995706,1.974,2.102,1.577,24.23,46.58,Recuperacao1
1997737,2.953,3.892,2.292,24.23,46.58,Recuperacao1
1999768,2.337,2.040,1.852,24.23,46.59,Recuperacao1
2001799,2.165,2.224,1.761,24.23,46.59,Recuperacao1
2003830,2.038,2.207,2.047,24.23,46.56,Recuperacao1
2005861,2.771,3.170,2.105,24.23,46.58,Recuperacao1
2007892,2.152,2.088,1.558,24.22,46.58,Recuperacao1
2009923,2.438,2.376,1.919,24.21,46.55,Recuperacao1
2011954,1.957,2.140,1.719,24.21,46.56,Recuperacao1
2013985,2.686,2.760,2.095,24.22,46.55,Recuperacao1
2016016,2.245,2.232,1.719,24.22,46.55,Recuperacao1
2018047,1.923,1.938,1.553,24.22,46.56,Recuperacao1
2020078,3.643,3.485,2.247,24.22,46.55,Recuperacao1
2022109,2.536,2.788,1.978,24.22,46.55,Recuperacao1
2024140,2.567,2.713,1.862,24.21,46.55,Recuperacao1
2026171,2.570,2.934,2.179,24.22,46.54,Recuperacao1
2028202,4.006,2.987,2.098,24.21,46.53,Recuperacao1
2030233,1.993,1.959,1.585,24.22,46.53,Recuperacao1
2032264,2.072,2.114,1.716,24.21,46.52,Recuperacao1
2034295,3.204,3.320,2.300,24.21,46.52,Recuperacao1
