Tempo,Rco,Rno2,Rnh3,T,H,Fase
423712,2.284,2.589,1.728,25.47,61.59,Metanol
425743,2.033,2.494,2.029,25.47,61.71,Metanol
427774,2.004,2.242,1.758,25.47,61.82,Metanol
429805,2.020,2.038,1.850,25.47,61.91,Metanol
431836,2.232,2.245,1.712,25.47,62.04,Metanol
433867,1.703,2.194,1.746,25.47,62.15,Metanol
435898,2.189,2.202,1.927,25.47,62.28,Metanol
437929,3.103,2.379,1.989,25.47,62.37,Metanol
439960,2.214,2.013,1.708,25.47,62.47,Metanol
441991,2.192,2.212,1.719,25.47,62.58,Metanol
444022,2.162,2.266,1.888,25.47,62.71,Metanol
446053,2.157,1.970,1.566,25.47,62.82,Metanol
448084,2.327,2.332,1.793,25.48,62.95,Metanol
450115,2.679,3.116,2.229,25.47,63.03,Metanol
452146,2.294,2.444,1.868,25.47,63.16,Metanol
454177,1.983,2.162,1.850,25.47,63.27,Metanol
456208,1.972,1.978,1.864,25.47,63.39,Metanol
458239,2.552,2.467,1.784,25.47,63.49,Metanol
460270,2.281,1.852,1.610,25.47,63.60,Metanol
462301,2.934,2.813,2.128,25.47,63.73,Metanol
464332,2.300,1.846,1.752,25.47,63.83,Metanol
466363,2.105,2.255,1.717,25.47,63.93,Metanol
468394,2.813,3.042,2.081,25.47,64.06,Metanol
470425,2.109,2.235,1.852,25.48,64.15,Metanol
472456,2.273,2.081,1.613,25.47,64.25,Metanol
474487,2.116,2.152,1.807,25.48,64.38,Metanol
476518,2.327,2.387,1.774,25.48,64.52,Metanol
478549,2.000,2.140,1.944,25.47,64.58,Metanol
480580,2.583,2.980,1.998,25.47,64.70,Metanol
482611,2.598,2.324,1.765,25.47,64.79,Metanol
484642,2.045,2.266,1.630,25.47,64.90,Metanol
486673,2.095,2.187,1.574,25.47,65.01,Metanol
488704,2.031,2.621,1.592,25.48,65.11,Metanol
490735,1.959,2.245,1.728,25.47,65.21,Metanol
492766,1.944,2.321,1.870,25.47,65.31,Metanol
494797,2.433,2.033,1.595,25.47,65.42,Metanol
496828,3.451,2.885,1.758,25.47,65.52,Metanol
498859,1.944,2.022,1.921,25.47,65.62,Metanol
500890,2.081,2.018,1.739,25.47,65.72,Metanol
502921,2.407,2.276,1.797,25.47,65.81,Metanol
504952,2.152,2.723,1.858,25.47,65.89,Metanol
506983,2.370,2.292,1.790,25.47,66.00,Metanol
509014,2.289,2.318,1.728,25.47,66.10,Metanol
511045,2.533,2.308,1.888,25.47,66.18,Metanol
513076,2.036,2.033,1.888,25.46,66.26,Metanol
515107,2.116,1.927,1.776,25.46,66.34,Metanol
517138,2.824,2.284,1.797,25.46,66.42,Metanol
519169,2.915,2.900,2.088,25.46,66.51,Metanol
521200,2.165,1.915,1.814,25.46,66.61,Metanol
523231,2.143,1.946,1.741,25.46,66.67,Metanol
525262,2.013,2.022,1.880,25.46,66.75,Metanol
527293,2.124,2.051,1.745,25.46,66.81,Metanol
529324,2.197,2.398,2.011,25.46,66.89,Metanol
531355,2.340,1.915,1.668,25.46,66.96,Metanol
533386,2.179,2.337,1.556,25.46,67.03,Metanol
535417,2.170,2.197,1.822,25.46,67.11,Metanol
537448,2.179,2.170,1.848,25.46,67.18,Metanol
539479,2.033,2.242,1.795,25.46,67.26,Metanol
541510,2.174,2.018,1.836,25.46,67.35,Metanol
543541,2.393,2.453,1.965,25.46,67.41,Metanol
545572,1.980,2.242,1.970,25.46,67.50,Metanol
547603,2.376,2.112,1.862,25.46,67.59,Metanol
549634,2.549,2.343,1.844,25.46,67.66,Metanol
551665,2.155,2.229,1.818,25.46,67.74,Metanol
553696,2.444,2.368,1.767,25.46,67.82,Metanol
555727,2.177,2.056,1.592,25.46,67.89,Metanol
557758,1.942,2.357,1.717,25.46,67.97,Metanol
559789,2.128,2.209,1.874,25.46,68.03,Metanol
561820,2.054,2.121,1.716,25.46,68.12,Metanol
563851,2.415,2.435,1.850,25.45,68.18,Metanol
565882,2.033,2.086,1.929,25.46,68.26,Metanol
567913,2.105,2.242,1.838,25.45,68.30,Metanol
569944,1.955,2.051,1.788,25.46,68.40,Metanol
571975,2.533,2.926,2.143,25.45,68.46,Metanol
574006,2.686,2.253,1.805,25.45,68.55,Metanol
576037,1.998,2.063,1.652,25.45,68.61,Metanol
578068,2.479,2.643,1.993,25.45,68.68,Metanol
580099,2.305,2.337,1.820,25.45,68.75,Metanol
582130,2.305,2.329,2.015,25.45,68.82,Metanol
584161,2.699,2.209,1.750,25.45,68.92,Metanol
586192,2.292,2.310,1.678,25.45,68.97,Metanol
588223,2.136,2.165,1.797,25.45,69.05,Metanol
590254,2.404,2.128,1.872,25.45,69.08,Metanol
592285,2.095,2.040,1.950,25.45,69.16,Metanol
594316,2.250,2.247,1.771,25.45,69.23,Metanol
596347,2.335,2.038,1.716,25.45,69.31,Metanol
598378,2.300,2.348,1.917,25.45,69.37,Metanol
600409,2.281,2.114,1.579,25.45,69.42,Metanol
602440,2.247,2.427,1.652,25.45,69.48,Metanol
604471,2.098,2.214,1.673,25.44,69.54,Metanol
606502,2.387,2.646,1.948,25.44,69.61,Metanol
608533,1.830,2.011,1.630,25.44,69.69,Metanol
610564,2.351,2.287,1.743,25.44,69.74,Metanol
612595,2.192,2.079,1.927,25.44,69.81,Metanol
614626,2.362,2.415,1.842,25.44,69.88,Metanol
616657,2.112,2.091,1.900,25.44,69.94,Metanol
618688,2.404,2.709,1.737,25.44,70.01,Metanol
620719,2.140,2.393,1.767,25.44,70.06,Metanol
622750,3.079,3.441,2.199,25.44,70.12,Metanol
624781,2.418,2.162,1.828,25.44,70.18,Metanol
626812,2.033,2.305,1.900,25.44,70.27,Metanol
628843,2.148,2.459,2.000,25.44,70.34,Metanol
630874,2.467,2.294,1.904,25.44,70.38,Metanol
632905,2.343,2.435,1.878,25.44,70.43,Metanol
634936,2.049,2.121,1.632,25.44,70.49,Metanol
636967,2.140,1.769,1.644,25.44,70.54,Metanol
638998,2.121,2.284,1.572,25.44,70.57,Metanol
641029,2.004,2.155,1.525,25.44,70.64,Metanol
643060,2.240,2.131,1.880,25.43,70.68,Metanol
645091,2.313,2.611,1.856,25.43,70.75,Metanol
647122,2.095,2.224,1.714,25.44,70.77,Metanol
649153,2.157,1.846,1.630,25.44,70.84,Metanol
651184,2.167,2.297,1.628,25.43,70.90,Metanol
653215,2.182,2.242,1.856,25.43,70.95,Metanol
655246,2.421,2.214,2.002,25.43,71.02,Metanol
657277,2.370,2.174,1.900,25.43,71.07,Metanol
659308,2.013,2.061,1.848,25.43,71.13,Metanol
661339,2.189,2.240,1.716,25.43,71.19,Metanol
663370,1.998,1.991,1.707,25.43,71.26,Metanol
665401,2.214,2.308,1.816,25.43,71.33,Metanol
667432,2.302,2.229,1.791,25.43,71.40,Metanol
669463,2.192,2.324,1.915,25.43,71.43,Metanol
671494,2.404,2.669,2.024,25.43,71.50,Metanol
673525,2.396,2.335,1.771,25.43,71.59,Metanol
675556,2.102,2.045,1.805,25.43,71.64,Metanol
677587,2.494,2.686,1.989,25.43,71.70,Metanol
679618,2.418,2.518,1.967,25.43,71.74,Metanol
681649,2.289,2.194,1.725,25.43,71.80,Metanol
683680,1.950,2.128,1.650,25.43,71.86,Metanol
685711,2.058,2.162,1.842,25.42,71.93,Metanol
687742,2.589,2.774,2.015,25.43,72.00,Metanol
689773,2.067,1.923,1.584,25.43,72.04,Metanol
691804,2.237,2.509,1.820,25.43,72.11,Metanol
693835,2.359,2.182,1.771,25.42,72.16,Metanol
695866,2.131,2.105,1.917,25.42,72.22,Metanol
697897,2.197,2.530,1.963,25.43,72.25,Metanol
699928,2.359,2.337,1.989,25.43,72.30,Metanol
701959,2.237,2.310,1.888,25.42,72.36,Metanol
703990,2.217,2.148,1.972,25.42,72.41,Metanol
706021,2.470,2.359,1.656,25.42,72.47,Metanol
708052,2.346,2.621,1.854,25.42,72.52,Metanol
710083,2.160,1.921,1.448,25.42,72.58,Metanol
712114,2.297,2.143,1.931,25.42,72.64,Metanol
714145,2.412,2.310,1.840,25.42,72.70,Metanol
716176,1.793,2.121,1.654,25.42,72.75,Metanol
718207,2.182,2.310,1.809,25.42,72.81,Metanol
720238,2.723,2.292,1.842,25.42,72.85,Metanol
722269,1.961,2.045,1.540,25.42,72.92,Metanol
724300,2.174,2.209,1.896,25.42,72.97,Metanol
726331,2.227,2.232,1.717,25.42,73.02,Metanol
728362,2.407,2.885,2.061,25.42,73.08,Metanol
730393,2.199,2.058,1.776,25.42,73.13,Metanol
732424,2.390,2.479,1.852,25.42,73.18,Metanol
734455,2.470,2.799,2.022,25.42,73.24,Metanol
736486,2.558,2.308,1.826,25.41,73.30,Metanol
738517,2.589,2.736,2.029,25.42,73.34,Metanol
740548,2.527,2.310,1.708,25.42,73.41,Metanol
742579,2.227,2.177,2.040,25.42,73.46,Metanol
744610,2.258,1.967,1.582,25.41,73.53,Metanol
746641,1.950,2.018,1.737,25.42,73.57,Metanol
748672,2.351,2.348,1.856,25.42,73.61,Metanol
750703,2.813,2.945,2.015,25.42,73.67,Metanol
752734,2.197,1.989,1.675,25.41,73.72,Metanol
754765,1.985,2.235,1.555,25.41,73.76,Metanol
756796,2.155,2.313,1.886,25.42,73.82,Metanol
758827,2.297,2.660,1.880,25.41,73.86,Metanol
760858,2.152,1.976,1.561,25.41,73.92,Metanol
762889,2.102,2.192,1.856,25.41,73.93,Metanol
764920,2.255,2.105,1.950,25.41,73.99,Metanol
766951,2.357,2.438,1.858,25.41,74.01,Metanol
768982,2.040,2.061,1.633,25.41,74.09,Metanol
771013,2.018,2.515,1.694,25.41,74.12,Metanol
773044,2.368,2.204,1.761,25.41,74.17,Metanol
775075,2.518,2.255,1.929,25.41,74.22,Metanol
777106,2.157,2.224,1.868,25.41,74.26,Metanol
779137,2.253,2.172,1.838,25.41,74.31,Metanol
781168,2.561,2.795,1.940,25.41,74.35,Metanol
783199,2.224,2.056,1.608,25.41,74.41,Metanol
785230,2.051,2.054,1.780,25.41,74.46,Metanol
787261,2.116,2.300,1.813,25.41,74.49,Metanol
789292,2.313,2.165,1.633,25.41,74.56,Metanol
791323,2.202,2.222,1.805,25.41,74.61,Metanol
793354,2.235,2.192,1.844,25.41,74.65,Metanol
795385,2.527,2.329,1.838,25.41,74.71,Metanol
797416,2.485,2.289,1.769,25.41,74.76,Metanol
799447,2.212,2.289,1.860,25.41,74.80,Metanol
801478,2.070,2.011,1.657,25.41,74.86,Metanol
803509,2.237,2.245,1.900,25.40,74.91,Metanol
805540,2.410,2.530,1.858,25.40,74.94,Metanol
807571,2.365,2.673,1.970,25.40,74.99,Metanol
809602,2.157,2.058,1.669,25.40,75.04,Metanol
811633,2.430,2.384,2.000,25.40,75.09,Metanol
813664,1.963,2.063,1.773,25.40,75.12,Metanol
815695,2.602,2.709,1.929,25.40,75.18,Metanol
817726,2.987,2.268,1.708,25.40,75.19,Metanol
819757,2.284,2.321,1.710,25.40,75.22,Metanol
821788,2.646,2.462,1.854,25.40,75.25,Metanol
823819,2.459,2.733,2.093,25.40,75.26,Metanol
825850,2.305,1.872,1.799,25.40,75.30,Metanol
827881,2.430,2.242,1.714,25.40,75.32,Metanol
829912,2.907,2.686,1.892,25.40,75.35,Metanol
831943,2.284,2.379,1.814,25.40,75.38,Metanol
833974,2.102,1.996,1.886,25.39,75.40,Metanol
836005,2.359,2.564,1.959,25.39,75.43,Metanol
838036,2.337,2.310,1.921,25.40,75.49,Metanol
840067,2.316,2.450,1.832,25.39,75.51,Metanol
842098,2.229,2.324,1.866,25.39,75.54,Metanol
844129,2.598,2.379,1.790,25.39,75.58,Metanol
846160,1.929,1.987,1.678,25.38,75.63,Metanol
848191,2.488,2.736,2.098,25.39,75.65,Metanol
850222,1.892,1.965,1.542,25.39,75.68,Metanol
852253,2.289,2.157,1.925,25.39,75.70,Metanol
854284,2.036,2.444,1.650,25.39,75.73,Metanol
856315,2.337,2.214,1.663,25.38,75.77,Metanol
858346,2.224,2.335,1.748,25.38,75.79,Metanol
860377,2.327,1.908,1.682,25.38,75.83,Metanol
862408,2.340,2.407,1.862,25.38,75.84,Metanol
864439,3.079,2.743,2.145,25.38,75.87,Metanol
866470,2.313,1.950,1.703,25.38,75.90,Metanol
868501,2.212,2.004,1.625,25.38,75.96,Metanol
870532,2.051,2.229,1.627,25.38,75.95,Metanol
872563,2.058,2.242,1.622,25.39,75.99,Metanol
874594,2.070,1.985,1.505,25.38,76.00,Metanol
876625,2.706,3.288,2.384,25.38,76.05,Metanol
878656,2.109,2.086,1.987,25.38,76.07,Metanol
880687,1.963,2.009,1.673,25.38,76.10,Metanol
882718,2.407,2.351,1.852,25.38,76.13,Metanol
884749,2.716,2.736,1.938,25.38,76.16,Metanol
886780,2.018,2.289,1.580,25.38,76.20,Metanol
888811,2.227,2.240,1.778,25.38,76.23,Metanol
890842,2.167,2.666,1.878,25.38,76.25,Metanol
892873,2.187,2.276,1.725,25.38,76.29,Metanol
894904,2.126,2.357,1.769,25.38,76.32,Metanol
896935,2.197,2.351,1.735,25.38,76.37,Metanol
898966,2.222,2.189,1.816,25.38,76.40,Metanol
900997,2.305,2.174,1.931,25.37,76.43,Metanol
903028,2.105,1.790,1.489,25.37,76.47,Metanol
905059,2.444,2.444,1.866,25.38,76.51,Metanol
907090,2.318,2.143,1.896,25.37,76.55,Metanol
909121,2.774,2.656,2.088,25.37,76.58,Metanol
911152,2.027,2.242,1.663,25.37,76.59,Metanol
913183,2.079,2.235,1.963,25.37,76.62,Metanol
915214,2.279,2.387,1.925,25.38,76.65,Metanol
917245,2.179,2.007,1.630,25.37,76.69,Metanol
919276,2.365,2.255,1.756,25.37,76.71,Metanol
921307,2.000,2.145,1.786,25.37,76.75,Metanol
923338,3.124,2.561,1.996,25.37,76.79,Metanol
925369,1.942,2.343,1.540,25.37,76.83,Metanol
927400,2.258,2.189,1.987,25.37,76.86,Metanol
929431,2.162,2.424,2.009,25.36,76.87,Metanol
931462,2.167,1.950,1.630,25.36,76.90,Metanol
933493,2.136,2.379,1.931,25.37,76.92,Metanol
935524,2.327,2.172,1.703,25.37,76.94,Metanol
937555,1.884,1.915,1.480,25.36,76.98,Metanol
939586,2.838,2.049,1.717,25.37,76.98,Metanol
941617,3.209,2.586,2.022,25.36,77.02,Metanol
943648,2.393,2.512,1.754,25.36,77.05,Metanol
945679,2.091,2.027,1.620,25.36,77.04,Metanol
947710,2.316,2.313,1.830,25.36,77.06,Metanol
949741,2.297,2.300,2.013,25.36,77.04,Metanol
951772,2.040,2.102,1.880,25.36,77.07,Metanol
953803,2.450,2.204,1.915,25.36,77.07,Metanol
955834,2.418,2.109,1.915,25.36,77.07,Metanol
957865,2.281,2.235,1.774,25.36,77.11,Metanol
959896,2.177,2.250,1.613,25.36,77.15,Metanol
961927,1.898,1.952,1.694,25.36,77.14,Metanol
963958,1.991,2.133,1.587,25.36,77.18,Metanol
965989,2.013,2.140,1.575,25.36,77.21,Metanol
968020,1.946,1.940,1.523,25.36,77.24,Metanol
970051,2.155,1.868,1.567,25.36,77.26,Metanol
972082,3.622,2.165,1.882,25.36,77.28,Metanol
974113,2.753,3.292,2.165,25.36,77.30,Metanol
976144,2.292,2.095,1.935,25.36,77.34,Metanol
978175,2.407,2.170,1.866,25.35,77.36,Metanol
980206,2.337,2.297,1.767,25.35,77.37,Metanol
982237,1.848,2.095,1.630,25.35,77.42,Metanol
984268,2.878,3.103,2.128,25.35,77.43,Metanol
986299,2.084,1.976,1.728,25.35,77.46,Metanol
988330,2.335,2.470,1.782,25.34,77.47,Metanol
990361,2.081,1.870,1.548,25.34,77.50,Metanol
992392,2.224,2.412,1.902,25.34,77.52,Metanol
994423,1.991,2.207,1.657,25.34,77.54,Metanol
996454,2.263,2.273,1.985,25.34,77.56,Metanol
998485,2.281,2.370,1.750,25.34,77.57,Metanol
1000516,2.820,2.447,1.848,25.34,77.58,Metanol
1002547,2.401,2.276,1.732,25.34,77.61,Metanol
1004578,2.133,2.013,1.776,25.34,77.60,Metanol
1006609,2.586,2.266,1.668,25.34,77.63,Metanol
1008640,2.011,2.167,1.836,25.33,77.64,Metanol
1010671,2.263,2.157,1.793,25.33,77.66,Metanol
1012702,2.182,1.929,1.728,25.33,77.69,Metanol
1014733,2.430,2.494,1.892,25.33,77.71,Metanol
1016764,1.972,2.098,1.886,25.33,77.73,Metanol
1018795,2.077,2.124,1.874,25.33,77.72,Metanol
1020826,2.479,2.482,1.705,25.33,77.72,Metanol
1022857,2.348,2.427,1.745,25.32,77.75,Metanol
1024888,2.421,2.362,1.780,25.32,77.75,Metanol
1026919,2.427,2.227,1.801,25.32,77.74,Metanol
1028950,2.308,2.232,1.759,25.32,77.73,Metanol
1030981,1.809,2.207,1.575,25.32,77.73,Metanol
1033012,2.287,2.124,1.719,25.31,77.73,Metanol
1035043,2.660,2.536,1.793,25.31,77.72,Metanol
1037074,2.384,1.976,1.761,25.31,77.74,Metanol
1039105,2.332,2.479,1.850,25.31,77.71,Metanol
1041136,2.418,2.669,2.015,25.31,77.72,Metanol
1043167,2.324,2.308,1.784,25.31,77.69,Metanol
1045198,2.207,2.379,1.683,25.31,77.67,Metanol
1047229,2.316,2.260,1.915,25.31,77.67,Metanol
1049260,2.091,2.242,1.852,25.31,77.66,Metanol
1051291,1.955,1.998,1.551,25.31,77.65,Metanol
1053322,2.268,2.192,1.846,25.31,77.64,Metanol
1055353,1.948,2.202,1.838,25.31,77.63,Metanol
1057384,2.084,2.184,1.935,25.31,77.62,Metanol
1059415,3.034,2.567,1.805,25.31,77.63,Metanol
1061446,2.459,2.289,1.878,25.31,77.62,Metanol
1063477,2.310,2.357,1.967,25.31,77.61,Metanol
1065508,2.284,2.424,1.890,25.30,77.62,Metanol
1067539,2.473,2.464,1.644,25.30,77.62,Metanol
1069570,2.086,2.058,1.553,25.30,77.62,Metanol
1071601,1.931,2.143,1.567,25.30,77.63,Metanol
1073632,2.232,2.112,1.615,25.30,77.65,Metanol
1075663,2.077,2.157,1.592,25.30,77.64,Metanol
1077694,2.444,2.136,1.637,25.30,77.65,Metanol
1079725,2.589,2.335,1.725,25.30,77.64,Metanol
1081756,2.441,2.162,1.793,25.30,77.65,Metanol
1083787,2.054,2.067,1.838,25.30,77.65,Metanol
1085818,2.266,2.204,1.935,25.30,77.64,Metanol
1087849,2.189,2.207,1.963,25.30,77.65,Metanol
1089880,2.093,2.373,1.844,25.30,77.65,Metanol
1091911,2.222,2.390,1.935,25.30,77.65,Metanol
1093942,2.308,2.020,1.830,25.30,77.66,Metanol
1095973,2.152,2.047,1.790,25.30,77.69,Metanol
1098004,1.961,2.038,1.765,25.30,77.68,Metanol
1100035,2.167,2.494,1.983,25.29,77.70,Metanol
1102066,2.131,2.148,1.719,25.30,77.70,Metanol
1104097,2.217,2.255,1.743,25.30,77.71,Metanol
1106128,2.242,2.165,1.795,25.29,77.75,Metanol
1108159,2.224,2.020,1.745,25.29,77.74,Metanol
1110190,2.054,1.987,1.637,25.29,77.76,Metanol
1112221,2.421,2.088,2.024,25.29,77.77,Metanol
1114252,2.255,2.165,2.009,25.29,77.79,Metanol
1116283,2.427,3.530,2.253,25.29,77.82,Metanol
1118314,2.435,2.027,1.668,25.29,77.82,Metanol
1120345,2.036,2.143,1.620,25.29,77.83,Metanol
1122376,2.260,2.247,1.652,25.29,77.85,Metanol
1124407,2.503,2.237,1.807,25.29,77.83,Metanol
1126438,2.441,2.148,1.946,25.29,77.84,Metanol
1128469,2.214,2.109,1.803,25.29,77.87,Metanol
1130500,2.464,2.263,1.813,25.28,77.86,Metanol
1132531,2.150,2.235,1.567,25.29,77.88,Metanol
1134562,2.926,2.771,2.029,25.29,77.90,Metanol
1136593,2.138,2.157,1.834,25.29,77.89,Metanol
1138624,1.976,2.182,1.622,25.28,77.89,Metanol
1140655,2.002,2.271,1.791,25.29,77.91,Metanol
1142686,1.923,2.013,1.539,25.29,77.93,Metanol
1144717,2.224,2.086,1.993,25.28,77.94,Metanol
1146748,2.091,2.245,1.714,25.28,77.95,Metanol
1148779,2.167,2.276,1.872,25.28,77.96,Metanol
1150810,2.573,3.034,2.170,25.28,77.99,Metanol
1152841,2.145,1.836,1.595,25.28,78.01,Metanol
1154872,1.844,2.029,1.590,25.28,78.03,Metanol
1156903,2.011,2.015,1.612,25.27,78.06,Metanol
1158934,2.467,2.143,1.752,25.28,78.08,Metanol
1160965,2.893,2.124,1.807,25.28,78.09,Metanol
1162996,2.558,2.276,1.682,25.27,78.12,Metanol
1165027,2.000,1.868,1.683,25.27,78.14,Metanol
1167058,2.515,2.297,1.678,25.27,78.18,Metanol
1169089,2.170,1.970,1.952,25.27,78.19,Metanol
1171120,3.083,3.116,2.340,25.28,78.19,Metanol
1173151,1.980,2.102,1.580,25.28,78.22,Metanol
1175182,2.376,2.384,1.714,25.27,78.19,Metanol
1177213,2.580,2.015,1.830,25.27,78.21,Metanol
1179244,2.011,2.247,1.940,25.27,78.23,Metanol
1181275,2.018,2.047,1.950,25.27,78.23,Metanol
1183306,2.258,2.346,1.809,25.27,78.25,Metanol
1185337,2.410,2.357,1.848,25.27,78.25,Metanol
1187368,2.279,2.091,1.752,25.27,78.26,Metanol
1189399,2.373,1.786,1.659,25.27,78.27,Metanol
1191430,2.453,2.788,2.086,25.27,78.28,Metanol
1193461,2.379,2.011,1.659,25.27,78.30,Metanol
1195492,2.351,2.287,1.795,25.27,78.31,Metanol
1197523,2.450,2.583,1.870,25.27,78.32,Metanol
1199554,2.281,2.273,1.797,25.26,78.36,Metanol
1201585,2.105,2.232,1.712,25.27,78.36,Metanol
1203616,1.998,2.212,1.597,25.26,78.37,Metanol
1205647,1.935,2.421,1.652,25.26,78.37,Metanol
1207678,2.407,2.318,1.858,25.26,78.43,Metanol
1209709,2.194,2.013,1.884,25.26,78.40,Metanol
1211740,2.459,2.348,1.721,25.26,78.43,Metanol
1213771,2.555,2.871,2.049,25.26,78.44,Metanol
1215802,1.921,2.100,1.566,25.26,78.44,Metanol
1217833,2.167,2.321,1.840,25.26,78.44,Metanol
1219864,2.764,2.922,2.162,25.26,78.44,Metanol
1221895,2.224,2.387,1.730,25.26,78.45,Metanol
1223926,1.980,2.086,2.024,25.26,78.47,Metanol
1225957,3.456,2.653,1.959,25.26,78.47,Metanol
1227988,1.923,2.056,1.622,25.26,78.47,Metanol
1230019,2.424,2.415,1.788,25.26,78.48,Metanol
1232050,2.527,2.093,1.854,25.26,78.50,Metanol
1234081,2.427,2.102,1.797,25.26,78.52,Metanol
1236112,2.627,2.281,1.933,25.26,78.54,Metanol
1238143,2.368,2.165,1.844,25.26,78.55,Metanol
1240174,2.387,2.390,1.730,25.26,78.58,Metanol
1242205,2.410,2.518,1.870,25.26,78.61,Metanol
1244236,2.128,2.145,1.737,25.25,78.61,Metanol
1246267,2.709,2.027,1.630,25.26,78.63,Metanol
1248298,2.390,2.824,2.018,25.26,78.63,Metanol
1250329,1.836,1.712,1.852,25.26,78.65,Metanol
1252360,2.177,2.250,1.705,25.26,78.66,Metanol
1254391,2.316,2.637,1.698,25.25,78.68,Metanol
86566,2.387,2.473,2.036,25.18,79.62,Recuperacao1
88597,2.174,2.365,1.927,25.18,79.43,Recuperacao1
90628,2.294,2.542,1.902,25.18,79.23,Recuperacao1
92659,2.250,2.438,1.748,25.17,79.03,Recuperacao1
94690,2.327,2.109,1.563,25.17,78.84,Recuperacao1
96721,2.150,2.170,1.551,25.17,78.63,Recuperacao1
98752,2.020,2.124,1.550,25.16,78.41,Recuperacao1
100783,2.222,2.373,1.752,25.16,78.19,Recuperacao1
102814,2.300,2.140,1.758,25.16,77.97,Recuperacao1
104845,2.771,2.637,1.746,25.16,77.75,Recuperacao1
106876,2.093,2.084,1.864,25.15,77.53,Recuperacao1
108907,2.047,2.067,1.574,25.15,77.33,Recuperacao1
110938,2.524,2.470,1.860,25.15,77.14,Recuperacao1
112969,2.074,2.165,1.752,25.15,76.98,Recuperacao1
115000,2.143,2.212,1.788,25.14,76.78,Recuperacao1
117031,2.318,2.217,1.868,25.14,76.58,Recuperacao1
119062,2.390,2.624,1.856,25.14,76.40,Recuperacao1
121093,2.072,2.199,1.961,25.13,76.22,Recuperacao1
123124,2.359,2.194,1.904,25.13,76.07,Recuperacao1
125155,2.415,2.453,1.721,25.13,75.87,Recuperacao1
127186,2.133,2.126,1.600,25.13,75.72,Recuperacao1
129217,1.976,2.165,1.545,25.13,75.54,Recuperacao1
131248,2.260,2.128,1.832,25.12,75.38,Recuperacao1
133279,2.479,2.421,1.678,25.12,75.22,Recuperacao1
135310,2.160,2.441,1.842,25.12,75.03,Recuperacao1
137341,1.989,2.112,1.566,25.12,74.87,Recuperacao1
139372,2.011,2.321,1.870,25.12,74.74,Recuperacao1
141403,2.045,2.136,1.584,25.12,74.55,Recuperacao1
143434,2.240,2.136,1.870,25.11,74.39,Recuperacao1
145465,2.184,1.980,1.678,25.11,74.25,Recuperacao1
147496,2.119,2.332,1.878,25.11,74.10,Recuperacao1
149527,1.961,2.199,1.590,25.10,73.94,Recuperacao1
151558,2.143,2.362,1.870,25.10,73.81,Recuperacao1
153589,3.162,3.087,1.989,25.10,73.66,Recuperacao1
155620,2.438,2.297,1.809,25.10,73.55,Recuperacao1
157651,2.683,3.417,2.224,25.10,73.39,Recuperacao1
159682,2.305,2.324,1.978,25.09,73.24,Recuperacao1
161713,2.767,2.630,1.963,25.09,73.11,Recuperacao1
163744,2.015,2.143,1.569,25.09,72.99,Recuperacao1
165775,2.194,2.343,1.730,25.09,72.86,Recuperacao1
167806,3.403,2.693,1.876,25.09,72.75,Recuperacao1
169837,2.091,2.081,1.719,25.08,72.60,Recuperacao1
171868,2.128,2.393,1.860,25.08,72.47,Recuperacao1
173899,2.308,2.202,1.933,25.08,72.33,Recuperacao1
175930,3.226,2.919,2.318,25.08,72.22,Recuperacao1
177961,2.368,2.260,1.725,25.07,72.10,Recuperacao1
179992,2.232,2.318,1.848,25.07,71.96,Recuperacao1
182023,2.767,2.255,1.791,25.07,71.86,Recuperacao1
184054,2.512,2.398,1.838,25.07,71.71,Recuperacao1
186085,2.086,2.204,1.900,25.06,71.61,Recuperacao1
188116,2.545,2.634,2.074,25.06,71.49,Recuperacao1
190147,2.778,3.162,2.245,25.06,71.36,Recuperacao1
192178,2.329,2.683,2.024,25.06,71.25,Recuperacao1
194209,2.430,2.335,1.769,25.06,71.14,Recuperacao1
196240,3.471,2.867,1.970,25.05,70.99,Recuperacao1
198271,2.412,2.212,1.723,25.06,70.89,Recuperacao1
200302,2.042,2.007,1.858,25.05,70.75,Recuperacao1
202333,2.945,3.107,2.199,25.05,70.64,Recuperacao1
204364,2.160,2.237,1.675,25.05,70.52,Recuperacao1
206395,2.133,2.058,1.793,25.04,70.41,Recuperacao1
208426,3.187,3.398,2.162,25.05,70.30,Recuperacao1
210457,2.310,2.459,1.880,25.04,70.21,Recuperacao1
212488,2.300,2.696,2.058,25.04,70.10,Recuperacao1
214519,2.346,2.253,1.625,25.03,69.99,Recuperacao1
216550,2.387,2.318,1.797,25.03,69.90,Recuperacao1
218581,2.410,2.128,1.752,25.04,69.78,Recuperacao1
220612,2.479,2.268,1.836,25.03,69.69,Recuperacao1
222643,2.145,2.302,1.735,25.03,69.59,Recuperacao1
224674,2.373,2.387,1.935,25.03,69.47,Recuperacao1
226705,2.576,3.297,2.058,25.03,69.40,Recuperacao1
228736,2.240,1.983,1.593,25.03,69.25,Recuperacao1
230767,2.318,2.415,1.694,25.03,69.15,Recuperacao1
232798,2.219,2.119,1.683,25.03,69.05,Recuperacao1
234829,2.602,3.596,2.155,25.03,68.94,Recuperacao1
236860,2.202,2.365,1.919,25.02,68.85,Recuperacao1
238891,2.047,2.348,1.902,25.02,68.74,Recuperacao1
